Incident Types,Reported Date,Nearest Populated Centre,Province,Company,Latitude,Longitude,Substance,Release Type,Significant,Year,Occurrence Date and Time,Discovered Date and Time,Detailed what happened,What happened category,Detailed why it happened,Why it happened category,Activity being performed at time of incident,How the incident was discovered,Closed Date,Pipeline or facility equipment involved,Rupture,Incident type,Released substance type,Released volume (m3),Pipe body release,Residual effects on the environment,Source of Explosion,Source of Fire,Activity at time of fatality,Number of fatalities,Type of Injury,Number of individuals injured,Country,Affects Company Property,Off Company Property,Affects Pipeline right-of-way,Affects off Pipeline right-of-way,Emergency Level,Equipment or component involved,Repair type,Repair date,Equipment or component has never been inspected,Type of most recent inspection,Most recent inspection part of the routine inspection program,No maintenance done on this equipment or component,Date of the most recent maintenance work for the failed equipment or component,Most recent maintenance Type
Release of Substance,2/23/2011,Burnside,Nova Scotia,Maritimes & Northeast Pipeline Management Ltd.,45.3,-62.983333,Natural Gas - Sweet,Gas,No,2011,2011/02/23 12:00:00 PM Atlantic,2011/02/23 02:00:00 PM Atlantic,"Damage or deterioration mechanism, Equipment, Valve Seals or Packing",Equipment Failure,"Job or system factors, Inadequate maintenance, Inadequate preventive, Assessment of needs",Maintenance,Operation,Employee / Contractor (Onsite),2/20/2014,Yes,No,Release of Substance,Natural Gas - Sweet,3,No,No,,,,,,,Canada,Yes,No,No,No,Level I,"Station/Facility, Metering, Delivering, Valve, Pressure relief, Seat",,,No,,No,No,,
Fire,3/2/2011,Fort McMurray,Alberta,NOVA Gas Transmission Ltd.,57.25289,-111.05669,Not Applicable,Not Applicable,No,2011,2011/02/26 02:20:00 PM Mountain,2011/02/26 02:20:00 PM Mountain,"Substandard Acts, Using equipment improperly;Substandard Acts, Failure to identify hazard or risk;Substandard Acts, Failure to check or monitor",Incorrect Operation,"Personal factors, Lack of knowledge, Lack of situational awareness;Job or system factors, Inadequate leadership and/or supervision, Inadequate instructions, orientation and/or training","Human Factors, Inadequate Supervision",Operation,Employee / Contractor (Onsite),3/30/2012,No,No,Fire,,,,No,,Housekeeping,,,,,Canada,Yes,No,No,No,Level I,,,,No,,No,No,,
Release of Substance,3/2/2011,Hanna,Alberta,NOVA Gas Transmission Ltd.,52.36527,-113.08174,Natural Gas - Sweet,Gas,No,2011,,2011/02/27 11:28:00 AM Mountain,"Damage or deterioration mechanism, Equipment, Valve Seals or Packing",Equipment Failure,"Job or system factors, Inadequate maintenance, Inadequate preventive, Assessment of needs",Maintenance,Operation,3rd Party / Other Company,11/9/2012,Yes,No,Release of Substance,Natural Gas - Sweet,0,No,No,,,,,,,Canada,No,No,Yes,No,Level I,"Pipeline, Valve, Ball, Flange, Gasket/O-ring",Replacement,5/9/2011,No,,No,No,5/9/2011,Replacement
Release of Substance,3/7/2011,Kamloops,British Columbia,Trans Mountain Pipeline ULC,50.66255,-120.41416,Waste Oil,Liquid,No,2011,2011/03/05 03:00:00 PM Pacific,2011/03/05 03:00:00 PM Pacific,"Damage or deterioration mechanism, Material Loss, External Material Loss",Corrosion and Cracking,"Job or system factors, Excessive wear and tear, Inadequate planning of use;Job or system factors, Excessive wear and tear, Inadequate inspection and/or monitoring",Maintenance,Operation,Employee / Contractor (Onsite),6/9/2014,No,No,Release of Substance,Waste Oil,11,No,No,,,,,,,Canada,Yes,No,No,No,Level I,,,,No,,No,No,,
Release of Substance,3/13/2011,Rosebud,Alberta,NOVA Gas Transmission Ltd.,51.18869,-112.93903,Natural Gas - Sweet,Gas,No,2011,2011/03/13 12:00:00 AM Mountain,2011/03/13 03:00:00 AM Mountain,"Damage or deterioration mechanism, Construction, Defective Pipe or Component Body",Defect and Deterioration,"Job or system factors, Inadequate maintenance, Inadequate preventive, Assessment of needs",Maintenance,Operation,3rd Party / Other Company,10/10/2012,Yes,No,Release of Substance,Natural Gas - Sweet,0,No,No,,,,,,,Canada,No,No,Yes,No,Level I,,Removal,3/13/2012,No,,No,No,3/13/2012,Repair
Release of Substance,3/17/2011,Ignace,Ontario,TransCanada PipeLines Limited,49.48823,-91.98782,Natural Gas - Sweet,Gas,No,2011,2011/03/16 03:00:00 PM Mountain,2011/03/16 03:00:00 PM Mountain,"Damage or deterioration mechanism, Cracking, Fatigue",Corrosion and Cracking,"Job or system factors, Inadequate engineering, Inadequate monitoring of construction",Engineering and Planning,Maintenance,Employee / Contractor (Onsite),4/16/2012,Yes,No,Release of Substance,Natural Gas - Sweet,0,No,No,,,,,,,Canada,No,No,Yes,No,Level I,"Pipeline, Pipe, Body",,,No,,No,No,,
Release of Substance,3/18/2011,Ignace,Ontario,TransCanada PipeLines Limited,49.48823,-91.98782,Natural Gas - Sweet,Gas,No,2011,,2011/03/18 04:45:00 PM Mountain,"Damage or deterioration mechanism, Cracking, Fatigue",Corrosion and Cracking,"Job or system factors, Inadequate engineering, Inadequate monitoring of construction",Engineering and Planning,Operation,Employee / Contractor (Onsite),4/16/2012,Yes,No,Release of Substance,Natural Gas - Sweet,0,No,No,,,,,,,Canada,No,No,Yes,No,Level I,"Pipeline, Pipe, Body",,,No,,No,No,,
Release of Substance,3/21/2011,Fort Nelson,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",58.85595,-121.78287,Natural Gas - Sweet,Gas,No,2011,2011/03/21 10:00:00 AM Pacific,2011/03/21 10:00:00 AM Pacific,"Damage or deterioration mechanism, Cracking, Fatigue",Corrosion and Cracking,"Job or system factors, Inadequate engineering, Inadequate monitoring of construction",Engineering and Planning,Operation,3rd Party / Other Company,9/7/2012,Yes,No,Release of Substance,Natural Gas - Sweet,0,No,No,,,,,,,Canada,No,No,Yes,No,Level I,"Pipeline, Fitting, Tee, Body",Replacement,,No,,No,No,,Replacement
Release of Substance,3/24/2011,Regina,Saskatchewan,Alliance Pipeline Ltd.,49.9746,-103.6528,Natural Gas - Sweet,Gas,No,2011,2011/03/24 09:58:00 AM Central,2011/03/24 09:58:00 AM Central,"Damage or deterioration mechanism, Construction, Defective Pipe or Component Body",Defect and Deterioration,"Job or system factors, Excessive wear and tear, Inadequate inspection and/or monitoring",Maintenance,Operation,Landowner,11/9/2012,Yes,No,Release of Substance,Natural Gas - Sweet,170,No,No,,,,,,,Canada,No,No,Yes,No,Level I,"Pipeline, Fitting, Tee, Body",Replacement,3/24/2011,No,,No,No,3/24/2011,Replacement
Release of Substance,3/31/2011,Nipigon,Ontario,TransCanada PipeLines Limited,49.29513,-88.10109,Natural Gas - Sweet,Gas,No,2011,,2011/03/31 09:00:00 AM Eastern,"Damage or deterioration mechanism, Cracking, Corrosion Fatigue",Corrosion and Cracking,"Job or system factors, Excessive wear and tear, Improper loading or rate of use;Job or system factors, Inadequate work standards, Inadequate maintenance of standards, Monitoring use of procedures or practices or rules","Maintenance, Standards and Procedures",Operation,Employee / Contractor (Onsite),3/19/2012,Yes,No,Release of Substance,Natural Gas - Sweet,1000,No,No,,,,,,,Canada,Yes,No,No,No,Level I,,,,No,,No,No,,
Fatality,4/1/2011,Grande Prairie,Alberta,NOVA Gas Transmission Ltd.,54.868241,-118.809763,Not Applicable,Not Applicable,Yes,2011,,2011/03/31 05:00:00 PM Mountain,"Substandard Acts, Failure to follow procedure or policy or practice",Incorrect Operation,"Personal factors, Lack of knowledge, Lack of situational awareness",Human Factors,Construction,Employee / Contractor (Onsite),5/31/2012,No,No,Fatality,,,,No,,,Vehicle Accident,,,,Canada,No,Yes,No,Yes,Level I,,,,No,,No,No,,
Release of Substance,4/1/2011,Tunis,Ontario,TransCanada PipeLines Limited,48.87166,-80.893589,Natural Gas - Sweet,Gas,No,2011,2011/04/01 07:15:00 AM Eastern,2011/04/01 12:55:00 PM Eastern,"Damage or deterioration mechanism, Cracking, Fatigue",Corrosion and Cracking,"Job or system factors, Inadequate engineering, Inadequate monitoring of construction",Engineering and Planning,Operation,Employee / Contractor (Onsite),3/14/2012,Yes,No,Release of Substance,Natural Gas - Sweet,0,No,No,,,,,,,Canada,Yes,No,No,No,Level I,,,,No,,No,No,,
Release of Substance,4/3/2011,Burnside,Nova Scotia,Maritimes & Northeast Pipeline Management Ltd.,45.3,-62.98333,Natural Gas - Sweet,Gas,No,2011,,2011/04/03 06:20:00 AM Atlantic,"Damage or deterioration mechanism, Construction, Defective Other Joint",Defect and Deterioration,"Job or system factors, Inadequate maintenance, Inadequate reparative, Examination of units",Maintenance,Operation,Employee / Contractor (Onsite),3/20/2014,Yes,No,Release of Substance,Natural Gas - Sweet,0,No,No,,,,,,,Canada,Yes,No,No,No,Level I,"Station/Facility, Metering, Delivering, Valve, Pressure relief, Seat",,,No,,No,No,,
"Release of Substance, Operation Beyond Design Limits",4/5/2011,Burnside,Nova Scotia,Maritimes & Northeast Pipeline Management Ltd.,45.3,-62.98333,Natural Gas - Sweet,Gas,No,2011,,2011/04/05 08:00:00 AM Atlantic,"Damage or deterioration mechanism, Construction, Defective Other Joint",Defect and Deterioration,"Job or system factors, Inadequate maintenance, Inadequate reparative, Examination of units",Maintenance,Operation,Employee / Contractor (Onsite),3/18/2014,Yes,No,"Operation Beyond Design Limits, Release of Substance",Natural Gas - Sweet,,No,No,,,,,,,Canada,Yes,No,No,No,Level I,"Station/Facility, Metering, Delivering, Valve, Pressure relief, Seat",,,No,,No,No,,
Release of Substance,4/6/2011,Hardisty,Alberta,Enbridge Pipelines Inc.,52.635343,-111.267485,Natural Gas Liquids,Gas,No,2011,,2011/04/06 07:00:00 AM Mountain,"Damage or deterioration mechanism, Cracking, Fatigue",Corrosion and Cracking,"Job or system factors, Excessive wear and tear, Use for wrong purpose",Maintenance,Operation,Employee / Contractor (Onsite),10/10/2012,Yes,No,Release of Substance,Natural Gas Liquids,0,No,No,,,,,,,Canada,Yes,No,No,No,Level I,"Station/Facility, Compression, Fitting, Nipple, Thread",Replacement,4/6/2011,No,,No,No,4/6/2011,Replacement
Release of Substance,4/14/2011,Cochrane,Ontario,TransCanada PipeLines Limited,49.10559503,-81.273875,Natural Gas - Sweet,Gas,No,2011,2011/04/13 02:15:00 PM Mountain,2011/04/13 02:15:00 PM Mountain,"Damage or deterioration mechanism, Construction, Defective Other Joint",Defect and Deterioration,"Job or system factors, Inadequate work standards, Inadequate development of standards, Procedures or practices or rules",Standards and Procedures,Maintenance,Employee / Contractor (Onsite),11/9/2012,Yes,No,Release of Substance,Natural Gas - Sweet,0,No,No,,,,,,,Canada,No,No,Yes,No,Level I,"Pipeline, Fitting, Other (please explain)",Replacement,4/13/2011,No,,No,No,4/13/2011,Replacement
Release of Substance,4/17/2011,Wabigoon,Ontario,TransCanada PipeLines Limited,49.72702,-92.58215,Natural Gas - Sweet,Gas,No,2011,2011/04/14 10:00:00 AM Mountain,2011/04/14 10:00:00 AM Mountain,"Damage or deterioration mechanism, Equipment, Valve Seals or Packing",Equipment Failure,"Job or system factors, Inadequate maintenance, Inadequate preventive, Assessment of needs",Maintenance,Operation,Employee / Contractor (Onsite),2/5/2013,Yes,No,Release of Substance,Natural Gas - Sweet,0,No,No,,,,,,,Canada,No,No,Yes,No,Level I,,,,No,,No,No,,
Release of Substance,4/21/2011,Zama Lake,Alberta,NOVA Gas Transmission Ltd.,59.06394,-118.84693,Natural Gas - Sweet,Gas,No,2011,2011/04/21 07:25:00 AM Mountain,2011/04/21 07:25:00 AM Mountain,"Damage or deterioration mechanism, Other Causes, Control System Malfunction",Equipment Failure,"Job or system factors, Inadequate engineering, Inadequate standards, specifications and/or design criteria",Engineering and Planning,Operation,Employee / Contractor (Onsite),3/20/2014,Yes,No,Release of Substance,Natural Gas - Sweet,0,No,No,,,,,,,Canada,No,No,Yes,No,Level I,"Pipeline, Valve, Pressure relief, Other (please explain)",,,No,,No,No,,
Release of Substance,4/22/2011,Chip Lake,Alberta,Trans Mountain Pipeline ULC,53.60352778,-115.4963889,Crude Oil - Sweet,Liquid,Yes,2011,2011/04/22 03:00:00 PM Mountain,2011/04/22 04:40:00 PM Mountain,,To be determined,,To be determined,Operation,Landowner,5/4/2017,Yes,No,Release of Substance,Crude Oil - Sweet,1.6,No,No,,,,,,,Canada,No,No,Yes,Yes,Level III,,,,No,,No,No,,
Release of Substance,4/26/2011,Chetwynd,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",55.28501,-121.65768,Natural Gas - Sour,Gas,Yes,2011,2011/04/26 03:45:00 AM Mountain,2011/04/26 03:45:00 AM Mountain,"Damage or deterioration mechanism, Cracking, Stress Corrosion Cracking",Corrosion and Cracking,"Job or system factors, Inadequate work standards, Inadequate maintenance of standards, Monitoring use of procedures or practices or rules",Standards and Procedures,Operation,Employee / Contractor (Onsite),2/10/2012,Yes,No,Release of Substance,Natural Gas - Sour,1300,No,No,,,,,,,Canada,Yes,No,No,No,Level I,,,,No,,No,No,,
Release of Substance,4/25/2011,Burstall,Saskatchewan,TransCanada PipeLines Limited,50.67651,-109.97872,Natural Gas - Sweet,Gas,No,2011,2011/04/21 03:00:00 PM Mountain,2011/04/21 03:00:00 PM Mountain,"Damage or deterioration mechanism, Construction, Defective Pipe or Component Body",Defect and Deterioration,"Job or system factors, Inadequate engineering, Inadequate standards, specifications and/or design criteria",Engineering and Planning,Operation,Employee / Contractor (Onsite),3/28/2014,Yes,No,Release of Substance,Natural Gas - Sweet,0,No,No,,,,,,,Canada,Yes,No,No,No,Level I,"Station/Facility, Compression, Fitting",,,No,,No,No,,
Fire,4/28/2011,Czar,Alberta,TransCanada Keystone Pipeline GP Ltd.,52.29327,-111.0907,Not Applicable,Not Applicable,No,2011,2011/04/28 12:00:00 PM Mountain,2011/04/28 12:00:00 PM Mountain,"Damage or deterioration mechanism, Other Causes, Control System Malfunction",Equipment Failure,"Job or system factors, Inadequate maintenance, Inadequate reparative, Part substitution;Job or system factors, Inadequate work standards, Inadequate development of standards, Procedures or practices or rules","Maintenance, Standards and Procedures",Maintenance,Employee / Contractor (Onsite),4/18/2012,Yes,No,Fire,,,,No,,Equipment & Electrical,,,,,Canada,Yes,No,No,No,Level I,,,,No,,No,No,,
Fire,5/3/2011,Hamilton,Ontario,TransCanada PipeLines Limited,43.25556,-79.87348,Not Applicable,Not Applicable,No,2011,,2011/05/03 03:30:00 PM Mountain,"Substandard Conditions, Weather Related, Lightning",External Interference,"Job or system factors, Inadequate maintenance, Inadequate preventive, Assessment of needs",Maintenance,Operation,Employee / Contractor (Onsite),9/2/2014,Yes,No,Fire,,,,No,,Under Investigation or Unknown,,,,,Canada,Yes,No,No,No,Level I,"Station/Facility, Metering, Delivering, Piping",,,No,,No,No,,
Release of Substance,5/3/2011,Beardmore,Ontario,TransCanada PipeLines Limited,49.61136,-87.96157,Natural Gas - Sweet,Gas,No,2011,,2011/05/03 02:10:00 PM Mountain,"Damage or deterioration mechanism, Cracking, Corrosion Fatigue",Corrosion and Cracking,"Job or system factors, Excessive wear and tear, Improper loading or rate of use",Maintenance,Operation,Employee / Contractor (Onsite),3/28/2014,Yes,No,Release of Substance,Natural Gas - Sweet,50,No,No,,,,,,,Canada,Yes,No,No,No,Level I,"Station/Facility, Compression, Fitting",,,No,,No,No,,
Release of Substance,5/7/2011,Edson,Alberta,NOVA Gas Transmission Ltd.,53.60098,-116.46762,Natural Gas - Sweet,Gas,No,2011,2011/05/06 03:00:00 PM Mountain,2011/05/06 03:00:00 PM Mountain,"Damage or deterioration mechanism, Geotechnical Failure, Freeze-thaw",Natural Force Damage,"Job or system factors, Inadequate maintenance, Inadequate preventive, Assessment of needs",Maintenance,Operation,Employee / Contractor (Onsite),3/1/2017,Yes,No,Release of Substance,Natural Gas - Sweet,10,No,No,,,,,,,Canada,Yes,No,No,No,Level I,"Pipeline, Valve, Ball, Body",Removal,,No,,No,No,,Repair
Release of Substance,5/9/2011,Wrigley,Northwest Territories,Enbridge Pipelines (NW) Inc.,62.70880556,-123.079889,Crude Oil - Sweet,Liquid,Yes,2011,2011/05/09 12:00:00 AM Mountain,2011/05/09 11:35:00 AM Mountain,"Substandard Acts, Failure to follow procedure or policy or practice",Incorrect Operation,"Job or system factors, Inadequate engineering, Inadequate standards, specifications and/or design criteria",Engineering and Planning,Operation,Employee / Contractor (Onsite),11/4/2014,Yes,No,Release of Substance,Crude Oil - Sweet,259,No,Yes,,,,,,,Canada,No,No,Yes,Yes,Level II,"Pipeline, Pipe, Body",Replacement,2/1/2012,No,,No,No,2/1/2012,Replacement
Release of Substance,5/12/2011,Terrebonne,Quebec,Enbridge Pipelines Inc.,45.72466,-73.69588,Crude Oil - Sweet,Liquid,No,2011,2011/05/12 04:15:00 PM Eastern,2011/05/12 04:15:00 PM Eastern,"Substandard Acts, Failure to secure",Incorrect Operation,"Job or system factors, Inadequate communications, Inadequate communication methods ",Failure in communication,Maintenance,Employee / Contractor (Onsite),3/2/2012,No,No,Release of Substance,Crude Oil - Sweet,4,No,No,,,,,,,Canada,Yes,No,No,No,Level I,,,,No,,No,No,,
Serious Injury (CER or TSB),5/18/2011,Fort Nelson,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",58.6533,-122.68493,Not Applicable,Not Applicable,Yes,2011,2011/05/18 08:10:00 AM Pacific,2011/05/18 12:25:00 PM Eastern,"Damage or deterioration mechanism, Other Causes, Unknown",Other Causes,"Personal factors, Lack of knowledge, Lack of situational awareness",Human Factors,Operation,,2/26/2014,No,No,Serious Injury (CER or TSB),,,,No,,,,,,,Canada,No,No,No,No,Level I,,,,No,,No,No,,
Release of Substance,5/27/2011,Pincher Creek,Alberta,NOVA Gas Transmission Ltd.,49.30721,-114.015,Natural Gas - Sweet,Gas,No,2011,,2011/05/11 12:00:00 AM Mountain,"Damage or deterioration mechanism, Cracking, Corrosion Fatigue",Corrosion and Cracking,"Job or system factors, Inadequate engineering, Inadequate monitoring of construction",Engineering and Planning,Operation,Employee / Contractor (Onsite),8/15/2017,Yes,No,Release of Substance,Natural Gas - Sweet,2,No,No,,,,,,,Canada,Yes,No,No,No,Level I,,,,No,,No,No,,
Release of Substance,6/5/2011,Niverville,Manitoba,TransCanada PipeLines Limited,49.58317,-97.0036,Natural Gas - Sweet,Gas,No,2011,,2011/06/04 05:00:00 PM Mountain,"Damage or deterioration mechanism, Cracking, Corrosion Fatigue",Corrosion and Cracking,"Job or system factors, Excessive wear and tear, Inadequate planning of use",Maintenance,Operation,Landowner,7/30/2012,Yes,No,Release of Substance,Natural Gas - Sweet,0,No,No,,,,,,,Canada,No,No,Yes,No,Level I,"Pipeline, Pipe, Body",Replacement,6/13/2011,No,,No,No,6/13/2011,Replacement
Release of Substance,6/6/2011,Saint John,New Brunswick,Emera Brunswick Pipeline Company Ltd.,45.30744,-66.04273,Natural Gas - Sweet,Gas,No,2011,,2011/06/06 06:40:00 AM Atlantic,"Damage or deterioration mechanism, Construction, Defective Other Joint",Defect and Deterioration,"Job or system factors, Inadequate maintenance, Inadequate preventive, Assessment of needs",Maintenance,Operation,Employee / Contractor (Onsite),3/19/2014,Yes,No,Release of Substance,Natural Gas - Sweet,,No,No,,,,,,,Canada,Yes,No,No,No,Level I,"Station/Facility, Pumping, Pump",,,No,,No,No,,
